0.627533	0.572854	0.057210
-0.487630	1.060958	-0.312187
-0.740769	-0.432010	-0.480321
0.456674	1.039164	-0.499233
-0.781211	0.667677	-0.479508
0.603149	-0.106438	0.803769
-0.368246	-0.039109	-0.918331
0.366861	0.729446	-1.503721
-0.029393	-1.126956	-0.602926
0.055684	0.640602	-0.823094
0.075666	0.045326	1.034989
-0.522449	0.992957	-1.017157
0.018385	0.043249	1.955438
0.266525	0.359400	1.446494
-0.074805	-0.143661	-1.909457
-0.286119	0.687501	0.214135
-0.180171	0.017326	1.598512
0.012216	0.784678	-1.444208
-0.015841	-0.827530	0.364244
0.079238	-0.155366	-1.491720
-0.240762	0.915456	1.424947
0.802846	0.065576	0.575921
-0.369066	-1.000970	-0.831158
-0.023481	-1.006406	-0.888294
-0.486517	-0.385686	-1.124106
0.097904	0.662249	1.565701
0.761297	-0.635009	0.940813
0.724428	0.234880	-0.166316
-0.732364	-0.348039	0.202434
0.455035	-0.052733	0.104021
0.645333	-1.052020	0.031153
-0.858863	-0.057692	-0.106720
-0.053963	-0.471049	-1.793547
0.522597	-0.325061	-0.917460
-0.376186	-0.249331	-0.970624
-0.324098	0.649936	0.993225
-0.361881	-0.719302	0.288237
-0.258654	-0.924983	1.319550
0.055912	-0.705366	0.553693
0.570600	-0.490790	-1.453949
0.820002	-0.132370	-0.195979
-0.761243	0.525104	0.045783
0.391479	-0.966646	-0.897850
-0.464402	0.145373	-0.131161
-0.361560	-0.498796	0.740235
	0.354745	-0.861655
0.104924	0.179308	0.108067
-0.103110	0.557984	1.170027
0.188967	-0.864020	-0.833258
0.245825	-0.038025	-0.239675
-0.161524	0.279271	1.154637
0.233849	-0.158829	1.659502
0.876610	0.472779	0.132495
0.499817	0.583792	-1.435474
0.471659	-0.418684	0.105777
-0.239682	-0.233555	-0.070836
0.233635	-0.899191	1.187984
0.419421	1.350534	-0.033626
0.701684	0.305447	0.538544
0.434176	0.845367	0.930402
-0.430242	0.358503	-0.439846
0.534340	0.864958	-0.283554
0.393037	1.116040	-0.374041
-0.433081	-0.033507	0.427039
-0.586630	0.682056	-1.181149
0.157694	-0.166680	1.946008
-0.511366	-0.394412	1.212178
0.268711	-1.092901	0.365456
0.267309	0.804546	-1.199467
-0.777264	-0.342282	0.048309
0.011553	-1.248813	-0.080021
0.938308	0.161059	0.382689
-0.855777	-0.707827	0.239949
-0.455511	-1.330604	0.139418
0.869909	-0.010227	0.340863
-0.170101	-0.102765	-1.444392
-0.275172	0.694389	-1.640688
0.032223	-0.909961	-1.148509
0.205628	0.139751	-1.299164
0.483432	0.171616	0.249263
0.022042	-0.421104	-1.913864
0.088768	0.666138	1.011988
0.268424	0.357943	0.736761
0.555252	0.315454	-1.251845
0.916499	0.134156	-0.714239
-0.792188	0.238815	-1.076231
-0.348071	-1.212850	-0.289512
