0.000000	0.000000
0.807587	-0.669280
1.648181	-0.928999
2.449682	-1.709878
3.035429	-2.028675
2.065769	-1.196662
1.964142	-0.799515
2.706897	-1.799243
1.926935	-2.215849
2.356643	-1.324506
1.648713	-1.250217
1.728470	-0.595803
1.991553	0.359668
1.945197	0.907833
1.309581	1.669736
2.263656	1.809950
3.198066	2.614541
2.556237	3.420098
3.338656	4.418537
3.597563	5.417458
3.862921	6.417347
3.006044	6.583347
2.595240	7.539986
2.784206	7.085969
3.447544	7.678566
4.256143	8.676828
5.015393	9.529776
4.317557	10.091067
3.656623	9.427185
4.041139	10.414423
4.062586	11.410336
4.081835	12.352170
3.334167	13.008642
2.376333	13.062611
1.678752	14.062175
1.671212	13.579732
0.671318	14.432698
1.615179	13.515070
0.647162	14.504349
0.584658	15.395157
0.116045	14.551364
-0.799991	14.185612
-0.360418	15.121629
-0.925400	14.198099
-0.040790	13.359288
0.809880	14.253695
1.694435	13.413302
1.002363	13.651970
1.962898	14.144513
2.919703	15.026780
2.453081	14.072194
3.291066	13.181014
3.949783	12.942780
3.312309	13.836370
3.406157	14.520755
2.814105	13.971305
3.000288	14.947007
2.021691	15.546126
1.185529	16.237305
1.431760	16.332568
2.404974	17.286491
2.764989	17.537074
3.404038	17.922871
2.404113	18.483925
1.411178	18.762874
0.526502	17.940035
1.078893	18.813470
0.603392	18.946952
0.338552	19.874108
-0.225595	19.700935
-0.586942	19.666739
-1.504995	19.138107
-1.252660	18.561214
-1.615589	17.890510
-0.626551	17.768198
0.175695	17.684519
0.590171	17.150994
1.575839	16.888223
1.001364	16.707426
1.947483	15.962852
2.942396	16.117461
2.709077	16.891163
3.055122	17.558794
3.579727	18.140960
3.239673	18.093828
2.539703	18.750718
1.539786	19.128857
1.247017	18.158032
2.221333	17.538198
1.748052	17.459343
2.451079	17.883505
3.437871	17.538468
2.898241	17.545261
3.713181	16.619911
2.730911	16.335486
1.788847	16.247912
0.885650	17.242238
0.322291	18.238165
-0.262359	17.325117
-0.768846	18.150806
-1.219277	17.908977
-1.336322	17.022072
-0.346605	17.200913
-1.318404	17.117409
-1.979634	16.372943
-0.992815	15.375302
-1.281665	15.055756
-1.561464	14.295945
-0.611744	13.675712
-1.068357	13.805214
-1.996787	13.120254
-0.997676	13.057292
-0.394104	12.255570
-0.241415	11.299755
-1.217197	10.930863
-0.593825	9.961145
-1.584918	9.250537
